"model","S","N","lambda","alpha","iter","N_mean","N_sd","N_2.5","N_50","N_97.5","N_Rhat","N_n.eff","a_mean","a_sd","a_2.5","a_50","a_97.5","a_Rhat","a_n.eff","nbErrTot_mean","nbErrTot_sd","nbErrTot_2.5","nbErrTot_50","nbErrTot_97.5","nbErrTot_Rhat","nbErrTot_n.eff"
"Mt",5,500,0.23,0.8,6,874.83095,60.9705998231905,764,872,1001,1,1262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.8,7,831.3797,59.610017577751,726,827,957,1,1323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.8,8,792.28695,48.3981727842482,705,790,893,1,1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.8,9,889.6485,62.4675000074267,778,886,1019,1,1217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.8,10,726.00465,45.2805183787104,644,724,820,1,2245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.9,1,670.11835,40.2714878408303,599,668,756,1,2704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.9,2,613.6706,33.8564382143253,552,612,685,1,3958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.9,3,685.3301,43.7551626634273,607,683,779,1,2425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.9,4,596.7097,31.345115276907,540,595,662,1,4480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.9,5,540.8827,26.2755639515701,493,540,595,1,6310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.9,6,662.57705,38.9619142860787,592,661,744,1,2930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.9,7,663.4978,40.591179797511,590,661,750,1,2790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.9,8,601.5817,30.251032732108,546.975,600,665,1,4848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.9,9,679.3803,40.5426264213094,607,677,764,1,2777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.9,10,592.34605,32.4454270226828,534,591,661,1,4249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.95,1,539.9019,27.8511644416896,490,538,599,1,5444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.95,2,534.0414,26.5459642968761,486,533,590,1,6242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.95,3,555.893,30.7033741771046,501,554,622,1,4848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.95,4,534.881,25.8028782973222,488,533,589,1,6616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.95,5,487.49945,21.7824085758134,448,486,533,1,8753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.95,6,581.4713,31.2118340576016,525,580,646,1,4681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.95,7,583.50765,32.9006271071039,524,582,653,1,4100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.95,8,547.81315,26.0002699558945,501,547,603,1,6492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.95,9,598.41845,32.9063047278488,539,596,669,1,4143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.23,0.95,10,534.1251,27.2286433731282,485,533,591,1,5904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.8,1,867.2918,38.05927322183,798,866,947,1,3145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.8,2,946.2284,42.3652035751476,868,944,1034,1,2554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.8,3,928.9226,42.7375050038804,850,927,1019,1,2475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.8,4,876.15435,36.9077137607337,809,874,954,1,3312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.8,5,845.00125,32.8565385584636,785,844,914,1,4164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.8,6,858.9786,36.3628554283454,792,857,935,1,3424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.8,7,876.44525,34.5041900266326,813,875,949,1,3873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.8,8,950.85385,41.8209593363123,874,949,1039,1,2662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.8,9,866.09985,36.9533795151456,799,865,943,1,3322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.8,10,868.53655,38.6289201735072,798,866,949,1,3004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.9,1,661.90885,23.4823468313569,619,661,711,1,7396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.9,2,707.5481,25.8022881600395,660.975,706,761,1,6349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.9,3,652.538,22.7263455121807,611,652,700,1,7769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.9,4,682.4876,23.6517867526077,640,682,732,1,7735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.9,5,637.0451,19.5429466132443,601,636,677,1,10199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.9,6,653.292,22.5709261736291,612,652,701,1,8002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.9,7,691.2766,22.6120577944132,650,690,738,1,7844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.9,8,673.1032,22.3791753899592,632,672,720,1,8226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.9,9,684.8334,24.6267774657672,640,684,737,1,6832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.9,10,683.2065,25.7137729175608,637,682,737,1,6598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.95,1,556.796,17.082718605765,526,556,592,1,12159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.95,2,604.43015,19.2944819787742,569,604,644,1,10367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.95,3,580.24965,17.920072023476,547,580,618,1,11578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.95,4,583.52745,17.5476363785731,551,583,620,1,11664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.95,5,550.9962,14.8197627116071,524,550,582,1,14701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.95,6,567.4272,17.1392557558487,536,567,603,1,12188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.95,7,597.0167,17.054183163323,565,596,632,1,11983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.95,8,593.70185,17.7355993457145,561,593,631,1,11751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.95,9,595.0835,19.0002099501271,560,594,635,1,10416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.36,0.95,10,597.35185,19.8535729730316,561,597,639,1,10127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.8,1,949.4279,28.3553240646292,896,948.5,1008,1,5446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.8,2,935.0273,26.9794671795509,885,934,991,1,5886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.8,3,977.9474,30.7727441306275,921,977,1042,1,4681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.8,4,958.61235,28.7755986772033,905,957,1018,1,5371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.8,5,942.908,27.3343665443288,892,942,1000,1,6481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.8,6,982.42415,30.1570028188885,926,981,1045,1,4957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.8,7,914.1401,25.6335117733855,866,913,967,1,6326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.8,8,876.8939,23.4106545343629,833,876,925,1,7526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.8,9,899.5846,26.7471832803133,850,898,955,1,6254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.8,10,1000.6674,32.8117464907827,940,999,1069,1,4229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.9,1,713.98395,16.5321310775531,683,713,748,1,12669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.9,2,690.4164,14.9918294009584,663,690,722,1,14597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.9,3,702.96005,16.2203886836275,673,702,736.024999999998,1,13232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.9,4,672.5688,14.7599884628333,646,672,703,1,14628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.9,5,692.4878,15.0365140906328,665,692,723.024999999998,1,14486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.9,6,701.0526,15.717158925653,672,701,734,1,13421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.9,7,664.21605,13.6775628744235,639,664,692,1,16074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.9,8,684.97775,14.6224158636589,658,684,716,1,14530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.9,9,669.80655,15.1615738221181,642,669,701,1,14281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.9,10,720.72335,17.7404636630515,688,720,757,1,11654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.95,1,585.86745,11.0320698794828,566,585,609,1,19772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.95,2,595.6386,11.0127586953816,575,595,618,1,18567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.95,3,604.3127,11.8628518945806,582,604,629,1,17973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.95,4,574.3886,10.5859479100673,555,574,596,1,18570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.95,5,591.59655,10.9226802271543,572,591,614.024999999998,1,18627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.95,6,591.3905,11.3731208181333,571,591,615,1,17778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.95,7,574.18665,10.1247635685662,556,574,595,1,18721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.95,8,592.7551,10.8923576953205,573,592,615,1,18196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.95,9,580.8715,11.3958010233616,560,580,605,1,18176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",5,500,0.51,0.95,10,612.7553,12.7078202829918,590,612,639,1,16593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.8,1,851.6015,85.317443416089,702,845,1039,1.02,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.8,2,703.09505,66.2611254230912,589,698,848,1,1026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.8,3,753.9761,82.9201695398401,614,747,938,1,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.8,4,779.86275,79.7071657635071,642,773,952,1,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.8,5,851.84125,90.3680229252354,699,844,1057,1.01,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.8,6,899.70275,98.9754171453571,736,889,1128,1.02,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.8,7,867.0005,97.2763909412851,703,859,1086.025,1,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.8,8,753.02245,72.1051288292149,626,747,910,1,860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.8,9,880.0496,102.848285490481,707,870,1108,1,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.8,10,724.0216,70.2473712540078,602,719,876,1,971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.9,1,650.84335,55.1715552237092,553,647,770,1.01,1535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.9,2,575.15335,47.3208928183139,491.975,572,676,1,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.9,3,655.262,67.0543262596345,542,650,806,1,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.9,4,589.8998,49.7276472588951,503,587,698.024999999998,1,1792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.9,5,698.87775,63.4621066218759,588.975,694,833,1,1164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.9,6,678.0243,60.7188302615211,574,673,811,1,1222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.9,7,643.9887,58.5715827327996,541,640,773,1,1297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.9,8,628.46125,54.5248057874561,532,624,746,1,1553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.9,9,670.42175,64.0535480655716,559,666,809,1,1137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.9,10,561.76745,45.7483881273244,482,558,660,1,2186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.95,1,561.8471,43.525371273399,486,559,655,1,2180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.95,2,549.64015,44.2604892372743,472,547,644,1,2195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.95,3,551.53295,49.8726706569983,466,548,660,1,1837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.95,4,527.5916,41.3468207655603,455,525,619,1,2627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.95,5,595.8997,48.9578470058598,510.975,592,701.024999999998,1,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.95,6,584.3279,47.3994505979326,502,581,688,1.01,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.95,7,556.99015,45.8514696693687,477,554,657,1,2149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.95,8,569.17945,46.3295420765299,488,566,669,1,2054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.95,9,593.41475,51.3323366200745,504,590,704,1,1742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.11,0.95,10,526.5628,40.9083552692667,455,524,616,1,2648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.8,1,911.267,43.8390659593154,831,909,1005,1,2384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.8,2,864.1517,40.9709545662034,790,862,950,1,2721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.8,3,891.73805,41.0669752601814,817,890,977,1,2734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.8,4,972.22985,49.1834572758055,883,970,1076,1,1837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.8,5,957.9486,49.0197164890846,869,956,1061,1,1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.8,6,812.69495,33.2634862495406,752,811,882,1,3990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.8,7,856.2971,39.9215645755011,784,854,941,1,2824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.8,8,769.54315,34.3978981748514,707,768,842,1,3792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.8,9,838.81965,36.8262071404878,772,837,917,1,3367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.8,10,810.90075,37.5925692059012,742,809,890,1,3199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.9,1,677.47085,26.346000756572,630,676,733,1,5875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.9,2,625.76275,23.3617690051514,583,625,675,1,7706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.9,3,666.4074,24.5912395314487,621,665,718,1,6976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.9,4,672.20905,26.114676848754,624,671,727,1,5984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.9,5,732.30685,30.7962191418553,676,731,797,1,4638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.9,6,639.00795,21.8920110954885,598,638,685,1,8654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.9,7,676.7278,26.3262143240921,628,675,731,1,6278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.9,8,643.3467,25.3894925200667,597,642,697,1,6582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.9,9,642.3633,22.7398475839968,601,641,690,1,8328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.9,10,635.3103,24.8645777416652,590,634,687,1,7068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.95,1,589.6069,20.7239293198062,552,589,633,1,8949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.95,2,564.67985,19.4923228864616,529,564,605,1,10333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.95,3,586.98575,19.5385320494973,551,586,627,1,9961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.95,4,566.25635,19.0376825360997,531,565,606,1,10835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.95,5,625.0926,23.41102152911,582,624,675,1,7803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.95,6,555.6105,16.8858238265805,525,555,590,1,12776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.95,7,563.30085,18.6898717181992,529,563,602,1,11362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.95,8,573.2806,20.8141111989258,535,572,617,1,9043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.95,9,581.7824,19.0779912131083,547,581,621,1,10948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.23,0.95,10,566.1728,20.3280988225679,529,565,608,1,9847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.36,0.8,1,974.17045,29.9814416120966,919,973,1037,1,4987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.36,0.8,2,968.8563,29.5101845615991,915,968,1029,1,5482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.36,0.8,3,934.02195,26.5834704702492,885,933,989,1,6436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.36,0.8,4,954.19285,26.5122670455149,905,953,1009,1,6415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.36,0.8,5,911.13145,25.1173588377291,865,910,963,1,7138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.36,0.8,6,956.963,26.2546147608342,908,956,1011,1,6403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.36,0.8,7,922.15605,26.8623896516373,872,921,978,1,5906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.36,0.8,8,927.5019,26.4276998158349,879,926,982,1,6542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.36,0.8,9,932.19785,28.0899209247797,880,931,991,1,5565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.36,0.8,10,865.12815,21.5982117712343,825,864,909,1,8848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.36,0.9,1,715.0031,17.0771037287822,683,714,750,1,12791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.36,0.9,2,675.56265,14.9773225573548,648,675,706,1,14772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.36,0.9,3,706.15625,15.9500675914025,676,706,739,1,13777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.36,0.9,4,679.4477,13.9256296399137,653,679,708,1,15982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.36,0.9,5,686.2346,14.6875542229621,659,686,717,1,15336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.36,0.9,6,699.4799,14.707960844237,672,699,730,1,15011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mt",7,500,0.36,0.9,7,705.2762,16.4965669275768,674,705,739,1,13235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
